eco	name	fen	moves	whiteWins	blackWins	draws
A06	Zukertort Opening: Santasiere's Folly	rnbqkbnr/ppp1pppp/8/3p4/1P6/5N2/P1PPPPPP/RNBQKB1R b KQkq -	b2b4 d7d5 g1f3	23	30	18
A06	Zukertort Opening: Tennison Gambit	rnbqkbnr/ppp1pppp/8/3p4/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq -	e2e4 d7d5 g1f3	30	38	15
A06	Zukertort Opening: The Potato	rnbqkbnr/ppp1pppp/8/3p4/P7/5N2/1PPPPPPP/RNBQKB1R b KQkq -	g1f3 d7d5 a2a4	1	1	0
A07	English Opening: Anglo-Indian Defense, Grünfeld Formation	rnbqkb1r/ppp1pp1p/5np1/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g2g3 d7d5 g1f3 g7g6 c2c4 g8f6	4	0	4
A07	Hungarian Opening: Wiedenhagen-Beta Gambit	rnbqkbnr/ppp1pp1p/8/3p2p1/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	g2g3 d7d5 g1f3 g7g5	0	0	0
A07	King's Indian Attack: Double Fianchetto	rnbqkbnr/ppp1pp1p/6p1/3p4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 g2g3 g7g6	1130	974	1351
A07	King's Indian Attack: Keres Variation	r2qkbnr/pppnpppp/8/3p4/6b1/5NP1/PPPPPPBP/RNBQK2R w KQkq -	g1f3 d7d5 g2g3 c8g4 f1g2 b8d7	731	672	909
A07	King's Indian Attack: Keres Variation	rn1qkbnr/ppp1pppp/8/3p4/6b1/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 g2g3 c8g4	1225	1048	1414
A07	King's Indian Attack: Omega-Delta Gambit	rnbqkbnr/ppp2ppp/8/3pp3/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 g2g3 e7e5	2	1	0
A07	King's Indian Attack: Pachman System	rnbqk2r/ppp1npbp/6p1/3pp3/8/3P1NP1/PPP1PPBP/RNBQ1RK1 w kq -	g1f3 d7d5 g2g3 g7g6 f1g2 f8g7 e1g1 e7e5 d2d3 g8e7	186	183	211
A07	King's Indian Attack	rnbqkbnr/ppp1pppp/8/3p4/8/5NP1/PPPPPP1P/RNBQKB1R b KQkq -	g1f3 d7d5 g2g3	14366	9487	13002
A07	King's Indian Attack: Sicilian Variation	rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 g2g3 c7c5	1511	946	1071
A07	King's Indian Attack: Yugoslav Variation	rn1qkb1r/pp2pppp/2p2n2/3p4/6b1/5NP1/PPPPPPBP/RNBQ1RK1 w kq -	g1f3 g8f6 g2g3 d7d5 f1g2 c7c6 e1g1 c8g4	589	577	884
A08	King's Indian Attack: French Variation	r1bqkbnr/pp2pppp/2n5/2pp4/8/5NP1/PPPPPPBP/RNBQK2R w KQkq -	g1f3 d7d5 g2g3 c7c5 f1g2 b8c6	1127	690	800
A08	King's Indian Attack: Sicilian Variation	r1bq1rk1/pp2bppp/2n1pn2/2pp4/4P3/3P1NP1/PPPN1PBP/R1BQR1K1 b - -	e2e4 e7e6 d2d3 d7d5 b1d2 g8f6 g1f3 c7c5 g2g3 b8c6 f1g2 f8e7 e1g1 e8g8 f1e1	233	129	113
A08	King's Indian Attack: Sicilian Variation	rnbqkbnr/pp2pppp/8/2pp4/8/5NP1/PPPPPPBP/RNBQK2R b KQkq -	g1f3 d7d5 g2g3 c7c5 f1g2	1367	847	971
A08	Zukertort Opening: Grünfeld Reversed	r1bqkbnr/pp3ppp/2n1p3/2pp4/3P4/5NP1/PPP1PPBP/RNBQ1RK1 b kq -	g1f3 d7d5 g2g3 c7c5 f1g2 b8c6 d2d4 e7e6 e1g1	245	110	218
A09	Reti Opening: Advance Variation, Michel Gambit	rnbqkbnr/pp2pppp/8/2p5/1PPp4/5N2/P2PPPPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 d5d4 b2b4 c7c5	82	68	46
A09	Reti Opening: Advance Variation	rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 d5d4	1333	1433	1196
A09	Reti Opening: Penguin Variation	rnbqkbnr/ppp1pppp/8/8/2Pp4/5N2/PP1PPPPP/RNBQKBR1 b Qkq -	g1f3 d7d5 c2c4 d5d4 h1g1	0	0	0
A09	Reti Opening: Reti Accepted	rnbqkbnr/ppp1pppp/8/8/2p5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 d5c4	657	385	585
A09	Reti Opening: Reti Gambit, Keres Variation	rn1qkbnr/ppp1pppp/4b3/8/2p5/4PN2/PP1P1PPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 d5c4 e2e3 c8e6	24	21	37
A09	Reti Opening: Reversed Blumenfeld Gambit	rnbqkbnr/pp2pppp/8/2p5/1PPp4/4PN2/P2P1PPP/RNBQKB1R b KQkq -	g1f3 d7d5 c2c4 d5d4 e2e3 c7c5 b2b4	81	51	38
A09	Reti Opening	rnbqkbnr/ppp1pppp/8/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -	g1f3 d7d5 c2c4	9690	6072	8037
A09	Reti Opening: Zilbermints Gambit	rnbqkbnr/p1p1pppp/8/1p1p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 b7b5	0	0	0
A10	Dutch Defense: Krause Variation	r1bqkb1r/ppp1p1pp/2np1n2/5p2/2PP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	c2c4 f7f5 b1c3 g8f6 g1f3 b8c6 d2d4 d7d6	0	0	1
A10	English Opening: Adorjan Defense	rnbqkbnr/pppp1p1p/6p1/4p3/2P1P3/8/PP1P1PPP/RNBQKBNR w KQkq -	c2c4 g7g6 e2e4 e7e5	84	55	99
A10	English Opening: Anglo-Dutch Defense, Hickmann Gambit	rnbqkbnr/ppppp1pp/8/5p2/2P1P3/8/PP1P1PPP/RNBQKBNR b KQkq -	c2c4 f7f5 e2e4	39	39	23
A10	English Opening: Anglo-Dutch Defense	rnbqkbnr/ppppp1pp/8/5p2/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 f7f5	4046	2974	2764
A10	English Opening: Anglo-Dutch Variation, Chabanon Gambit	rnbqkbnr/ppp1p1pp/3p4/5p2/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq -	c2c4 f7f5 g1f3 d7d6 e2e4	2	0	0
A10	English Opening: Anglo-Dutch Variation, Ferenc Gambit	rnbqkb1r/ppppp1pp/5n2/5p2/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq -	c2c4 f7f5 b1c3 g8f6 e2e4	13	10	9
A10	English Opening: Anglo-Lithuanian Variation	r1bqkbnr/pppppppp/2n5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 b8c6	446	351	281
A10	English Opening: Anglo-Scandinavian Defense, Löhn Gambit	rnbqkbnr/ppp2ppp/4p3/3P4/8/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 d7d5 c4d5 e7e6	3	0	0
A10	English Opening: Anglo-Scandinavian Defense, Malvinas Variation	rnb1kbnr/ppp1pppp/8/q7/8/2N5/PP1PPPPP/R1BQKBNR w KQkq -	c2c4 d7d5 c4d5 d8d5 b1c3 d5a5	51	17	11
A10	English Opening: Anglo-Scandinavian Defense	rnbqkbnr/ppp1pppp/8/3p4/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 d7d5	228	77	65
A10	English Opening: Anglo-Scandinavian Defense, Schulz Gambit	rnbqkb1r/ppp1pppp/5n2/3P4/8/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 d7d5 c4d5 g8f6	52	21	17
A10	English Opening: Great Snake Variation	rnbqkbnr/pppppp1p/6p1/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 g7g6	7913	7742	7708
A10	English Opening: Jaenisch Gambit	rnbqkbnr/p1pppppp/8/1p6/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 b7b5	19	13	7
A10	English Opening: King's English Variation, Botvinnik System, Prickly Pawn Pass System	rnbq1rk1/1p3pbp/p1pp1np1/4p3/2P1P3/2NP2P1/PP2NPBP/R1BQ1RK1 w - -	c2c4 g7g6 b1c3 f8g7 g2g3 g8f6 f1g2 e8g8 e2e4 d7d6 g1e2 e7e5 e1g1 c7c6 d2d3 a7a6	2	2	2
A10	English Opening: Myers Variation	rnbqk1nr/ppppppbp/8/6p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	c2c4 g7g5 d2d4 f8g7	24	26	11
A10	English Opening: Porcupine Variation	rnbqkb1r/ppppp1pp/5n2/8/2P1p1P1/2N5/PP1P1P1P/R1BQKBNR b KQkq -	c2c4 f7f5 b1c3 g8f6 e2e4 f5e4 g2g4	5	3	2
A10	English Opening	rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq -	c2c4	108535	79351	92365
A10	English Opening: Wade Gambit	rnbqkbnr/ppppp1pp/8/5p2/2P3P1/8/PP1PPP1P/RNBQKBNR b KQkq -	c2c4 f7f5 g2g4	8	4	1
A10	English Opening: Zilbermints Gambit	rnbqkbnr/pppp1p1p/8/4p1p1/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	c2c4 g7g5 d2d4 e7e5	0	0	0
A10	King's Indian Defense: Semi-Classical Variation, Exchange Variation	r1bq1rk1/pppn1pbp/5np1/4p3/2P5/2N1PN2/PP2BPPP/R1BQ1RK1 w - -	c2c4 g7g6 b1c3 f8g7 e2e3 g8f6 d2d4 e8g8 g1f3 d7d6 f1e2 b8d7 e1g1 e7e5 d4e5 d6e5	0	0	0
A10	Modern Defense: Averbakh Variation, Pseudo-Sämisch	rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/4BP2/PP4PP/RN1QKBNR b KQkq -	c2c4 g7g6 e2e4 f8g7 d2d4 d7d6 c1e3 g8f6 f2f3	2	4	2
A10	Modern Defense: Neo-Modern Defense	rnbqk1nr/pppp1pbp/6p1/4p3/2PPP3/8/PP3PPP/RNBQKBNR w KQkq -	c2c4 g7g6 e2e4 f8g7 d2d4 e7e5	0	0	2
A11	English Opening: Caro-Kann Defensive System	rnbqkbnr/pp1ppppp/2p5/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 c7c6	7999	5079	7676
A12	Reti Opening: Anglo-Slav Variation, Bled Variation	rnbqkb1r/pp2pp1p/2p2np1/3p4/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	g1f3 d7d5 b2b3 g8f6 c1b2 g7g6 c2c4 c7c6	46	14	26
A12	Reti Opening: Anglo-Slav Variation, Bogoljubov Variation	rn1qkbnr/pp2pppp/2p5/3p4/2P3b1/1P3N2/P2PPPPP/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 c7c6 b2b3 c8g4	117	148	138
A12	Reti Opening: Anglo-Slav Variation, Bogoljubov Variation	rnbqkb1r/pp2pppp/2p2n2/3p4/2P5/1P3N2/PB1PPPPP/RN1QKB1R b KQkq -	g1f3 g8f6 c2c4 c7c6 b2b3 d7d5 c1b2	111	66	80
A12	Reti Opening: Anglo-Slav Variation, Bogoljubov Variation	rnbqkbnr/pp2pppp/2p5/3p4/2P5/1P3N2/P2PPPPP/RNBQKB1R b KQkq -	g1f3 d7d5 c2c4 c7c6 b2b3	690	536	577
A12	Reti Opening: Anglo-Slav Variation, Capablanca Variation	rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	c2c4 g8f6 g1f3 c7c6 b2b3 d7d5 c1b2 c8g4	11	7	27
A12	Reti Opening: Anglo-Slav Variation, London Defensive System	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3NP1/P2PPP1P/RNBQKB1R w KQkq -	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3 c8f5	45	38	46
A12	Reti Opening: Anglo-Slav Variation, New York System	rn1qkb1r/pp2pppp/2p2n2/3p1b2/2P5/1P3N2/PB1PPPPP/RN1QKB1R w KQkq -	g1f3 g8f6 c2c4 c7c6 b2b3 d7d5 c1b2 c8f5	52	36	28
A12	Reti Opening: Anglo-Slav Variation, Torre System	rn1qkb1r/pp2pppp/2p2n2/3p4/2P3b1/1P3NP1/P2PPP1P/RNBQKB1R w KQkq -	c2c4 g8f6 g2g3 c7c6 g1f3 d7d5 b2b3 c8g4	45	41	61
A13	English Opening: Agincourt Defense, Bogoljubov Defense	rnbqk2r/ppp2ppp/3bpn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8d6	38	19	14
A13	English Opening: Agincourt Defense, Catalan Defense Accepted	rnbqkb1r/ppp2ppp/4pn2/8/2p5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4	461	341	667
A13	English Opening: Agincourt Defense, Catalan Defense	rn1qkbnr/pbp2ppp/1p2p3/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -	g1f3 d7d5 c2c4 e7e6 g2g3 b7b6 f1g2 c8b7 e1g1	3	1	3
A13	English Opening: Agincourt Defense, Catalan Defense	rnbqkbnr/pp3ppp/4p3/2pp4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 e7e6 g2g3 c7c5	135	75	103
A13	English Opening: Agincourt Defense, Catalan Defense, Semi-Slav Defense	rnbqkb1r/pp3ppp/2p1pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 c7c6	158	54	86
A13	English Opening: Agincourt Defense, Kurajica Defense	rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g1f3 d7d5 c2c4 e7e6 g2g3 c7c6	147	72	93
A13	English Opening: Agincourt Defense	rnbqkbnr/ppp2ppp/4p3/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	c2c4 e7e6 g1f3 d7d5	2752	1791	2827
A13	English Opening: Agincourt Defense	rnbqkbnr/pppp1ppp/4p3/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -	c2c4 e7e6 g1f3	4461	2768	4466
A13	English Opening: Agincourt Defense	rnbqkbnr/pppp1ppp/4p3/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 e7e6	13585	9317	13148
A13	English Opening: Agincourt Defense, Tarrasch Defense	r1bqk2r/pp2bppp/2n1pn2/2pp4/2P5/1P3NP1/P2PPPBP/RNBQ1RK1 w kq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 b2b3 c7c5 f1g2 b8c6 e1g1 f8e7	25	26	29
A13	English Opening: Agincourt Defense, Wimpy System	rnbqkb1r/pp3ppp/4pn2/2pp4/2P5/1P2PN2/PB1P1PPP/RN1QKB1R b KQkq -	g1f3 g8f6 c2c4 e7e6 b2b3 d7d5 c1b2 c7c5 e2e3	21	27	30
A13	English Opening: Neo-Catalan Declined	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7	1028	516	1036
A13	English Opening: Neo-Catalan	rnbqkb1r/ppp2ppp/4pn2/3p4/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5	3026	1745	3192
A13	English Opening: Romanishin Gambit	rnbqkb1r/2pp1ppp/p3pn2/1p6/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 a7a6 f1g2 b7b5	234	277	339
A13	Horwitz Defense: Zilbermints Gambit	rnbqkbnr/pppp1ppp/8/4p3/2PP4/8/PP2PPPP/RNBQKBNR w KQkq -	c2c4 e7e6 d2d4 e6e5	0	0	0
A14	English Opening: Agincourt Defense, Keres Defense	r1bqk2r/pp2bppp/2n1p3/2pn4/8/2N2NP1/PP1PPPBP/R1BQ1RK1 w kq -	c2c4 c7c5 g1f3 g8f6 b1c3 e7e6 g2g3 d7d5 c4d5 f6d5 f1g2 b8c6 e1g1 f8e7	20	5	22
A14	English Opening: Agincourt Defense, Neo-Catalan Declined	rnbqk2r/ppp1bppp/4pn2/3p4/2P5/5NP1/PP1PPPBP/RNBQ1RK1 b kq -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 e1g1	823	437	849
A14	Reti Opening: Anglo-Slav Variation, Bogoljubov Variation, Stonewall Line	rnbq1rk1/pp2bppp/2p1pn2/3p4/2P5/1P3NP1/PB1PPPBP/RN1Q1RK1 b - -	g1f3 d7d5 c2c4 e7e6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 b2b3 c7c6 c1b2	20	8	20
A15	English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld	rnbqk2r/ppppppbp/5np1/8/2P1P3/2N2N2/PP1P1PPP/R1BQKB1R b KQkq -	g1f3 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4	4306	2197	3047
A15	English Opening: Anglo-Indian Defense, King's Indian Formation, Double Fianchetto	rn1qkb1r/pbpppp1p/1p3np1/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 b7b6 g2g3 c8b7 f1g2 g7g6	140	182	234
A15	English Opening: Anglo-Indian Defense, King's Indian Formation	rnbqkb1r/pppppp1p/5np1/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 g7g6	14334	7970	12124
A15	English Opening: Anglo-Indian Defense, King's Knight Variation	rnbqkb1r/pppppppp/5n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -	g1f3 g8f6 c2c4	35968	19968	34164
A15	English Opening: Anglo-Indian Defense, Old Indian Formation	rnbqkb1r/ppp1pppp/3p1n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 d7d6	1134	614	783
A15	English Opening: Anglo-Indian Defense, Queen's Indian Formation	rn1qkb1r/pbpp1ppp/1p2pn2/8/2P5/5NP1/PP1PPPBP/RNBQK2R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 b7b6 f1g2 c8b7	1634	730	1349
A15	English Opening: Anglo-Indian Defense, Queen's Indian Formation	rnbqkb1r/p1pppppp/1p3n2/8/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 b7b6	1804	1335	2588
A15	English Opening: Anglo-Indian Defense	rnbqkb1r/pppppppp/5n2/8/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 g8f6	35333	23672	27873
A15	English Opening: Anglo-Indian Defense, Romanishin Variation	rnbqkb1r/1ppp1ppp/p3pn2/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 e7e6 g2g3 a7a6	327	361	462
A15	English Opening: Anglo-Indian Defense, Scandinavian Defense, Exchange Variation	rnbqkb1r/ppp1pppp/8/3n4/8/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 d7d5 c4d5 f6d5	154	25	41
A15	English Opening: Anglo-Indian Defense, Scandinavian Defense	rnbqkb1r/ppp1pppp/5n2/3p4/2P5/5N2/PP1PPPPP/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 d7d5	218	54	58
A15	English Opening: Anglo-Indian Defense, Slav Formation	rnbqkb1r/pp1ppp1p/2p2np1/8/2P5/5NP1/PP1PPP1P/RNBQKB1R w KQkq -	g1f3 g8f6 c2c4 g7g6 g2g3 c7c6	42	13	60
A15	English Orangutan	rnbqkb1r/pppppppp/5n2/8/1PP5/8/P2PPPPP/RNBQKBNR b KQkq -	c2c4 g8f6 b2b4	16	10	7
A15	Polish Opening: King's Indian Variation, Sokolsky Attack	rnbq1rk1/ppp1ppbp/3p1np1/8/1PPP4/4PN2/PB3PPP/RN1QKB1R b KQ -	g1f3 g8f6 c2c4 g7g6 b2b4 f8g7 c1b2 e8g8 e2e3 d7d6 d2d4	46	38	48
A16	English Opening: Anglo-Grünfeld Defense: Korchnoi Variation	rnbqk2r/ppp2pbp/6p1/3np3/8/2N2NP1/PP1PPPBP/R1BQK2R w KQkq -	g1f3 g8f6 c2c4 g7g6 b1c3 d7d5 c4d5 f6d5 g2g3 f8g7 f1g2 e7e5	2	2	10
A16	English Opening: Anglo-Grünfeld Defense	rnbqkb1r/ppp1pppp/5n2/3p4/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq -	c2c4 g8f6 b1c3 d7d5	2021	1172	1527
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	rnbqkb1r/ppp1pp1p/1n4p1/8/8/2N3P1/PP1PPPBP/R1BQK1NR w KQkq -	c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g2g3 g7g6 f1g2 d5b6	380	190	246
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	rnbqkb1r/ppp1pp1p/6p1/8/8/2n3P1/PP1PPPBP/R1BQK1NR w KQkq -	c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g2g3 g7g6 f1g2 d5c3	303	160	280
A16	English Opening: Anglo-Indian Defense, Anglo-Grünfeld Variation	rnbqkb1r/ppp1pppp/8/3n4/8/2N2N2/PP1PPPPP/R1BQKB1R b KQkq -	c2c4 g8f6 b1c3 d7d5 c4d5 f6d5 g1f3	415	209	324
A16	English Opening: Anglo-Indian Defense, Queen's Knight Variation	rnbqkb1r/pppppppp/5n2/8/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -	c2c4 g8f6 b1c3	22455	14715	17108
A17	English Opening: Anglo-Indian Defense, Hedgehog System	rnbqkb1r/pppp1ppp/4pn2/8/2P5/2N5/PP1PPPPP/R1BQKBNR w KQkq -	c2c4 g8f6 b1c3 e7e6	5258	2990	3930
A17	English Opening: Anglo-Indian Defense, Nimzo-English	rnbqk2r/pppp1ppp/4pn2/8/1bP5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -	g1f3 g8f6 c2c4 e7e6 b1c3 f8b4	1160	706	1341
A17	English Opening: Anglo-Indian Defense, Queen's Indian Formation	rnbqkb1r/p1pp1ppp/1p2pn2/8/2P5/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -	c2c4 g8f6 b1c3 e7e6 g1f3 b7b6	237	118	193
A17	English Opening: Anglo-Indian Defense, Queen's Indian Variation	rn1qkb1r/pbpp1ppp/1p2pn2/8/2P1P3/2NB1N2/PP1P1PPP/R1BQK2R b KQkq -	c2c4 g8f6 b1c3 e7e6 g1f3 b7b6 e2e4 c8b7 f1d3	52	14	32
A17	English Opening: Anglo-Indian Defense, Zvjaginsev-Krasenkow Attack	rnbqk2r/pppp1ppp/4pn2/8/1bP3P1/2N2N2/PP1PPP1P/R1BQKB1R b KQkq -	c2c4 g8f6 b1c3 e7e6 g1f3 f8b4 g2g4	7	4	5
A18	English Opening: Mikenas-Carls Variation	r1bqkb1r/pppp1ppp/2n1pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq -	c2c4 g8f6 b1c3 e7e6 e2e4 b8c6	94	48	31
A18	English Opening: Mikenas-Carls Variation	rnbqkb1r/ppp2ppp/4pn2/3pP3/2P5/2N5/PP1P1PPP/R1BQKBNR b KQkq -	c2c4 g8f6 b1c3 e7e6 e2e4 d7d5 e4e5	1026	519	721
A18	English Opening: Mikenas-Carls Variation	rnbqkb1r/pppp1ppp/4pn2/8/2P1P3/2N5/PP1P1PPP/R1BQKBNR b KQkq -	c2c4 g8f6 b1c3 e7e6 e2e4	2439	1248	1508
A19	English Opening: Anglo-Indian Defense, Flohr-Mikenas-Carls Variation, Nei Gambit	rnbqkbnr/pp1p1ppp/4p3/2p1P3/2P5/2N5/PP1P1PPP/R1BQKBNR w KQkq -	c2c4 g8f6 b1c3 e7e6 e2e4 c7c5 e4e5 f6g8	373	272	279
A19	English Opening: Mikenas-Carls, Sicilian	rnbqkb1r/pp1p1ppp/4pn2/2p5/2P1P3/2N5/PP1P1PPP/R1BQKBNR w KQkq -	c2c4 g8f6 b1c3 e7e6 e2e4 c7c5	515	363	395
A20	English Opening: Drill Variation	rnbqkbnr/pppp1pp1/8/4p2p/2P5/6P1/PP1PPP1P/RNBQKBNR w KQkq -	c2c4 e7e5 g2g3 h7h5	45	64	34
A20	English Opening: King's English Variation, Nimzowitsch-Flohr Variation	rnbqkbnr/pppp1ppp/8/8/2P1p3/5N2/PP1PPPPP/RNBQKB1R w KQkq -	c2c4 e7e5 g1f3 e5e4	60	63	53
A20	English Opening: King's English Variation, Nimzowitsch Variation	rnbqkbnr/pppp1ppp/8/4p3/2P5/5N2/PP1PPPPP/RNBQKB1R b KQkq -	c2c4 e7e5 g1f3	268	221	176
A20	English Opening: King's English Variation	rnbqkbnr/pppp1ppp/8/4p3/2P5/8/PP1PPPPP/RNBQKBNR w KQkq -	c2c4 e7e5	24386	19850	19376
A20	English Openings: King's English, Kahiko-Hula Gambit	rnbqkb1r/pppp1ppp/5n2/8/2P2p2/4PN2/PP1P2PP/RNBQKB1R b KQkq -	c2c4 e7e5 e2e3 g8f6 f2f4 e5f4 g1f3	0	0	0
A21	English Opening: King's English Variation, Keres Defense	rnbqkbnr/pp3ppp/2pp4/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR w KQkq -	c2c4 e7e5 b1c3 d7d6 g2g3 c7c6	28	13	13
A21	English Opening: King's English Variation, Kramnik-Shirov Counterattack	rnbqk1nr/pppp1ppp/8/4p3/1bP5/2N5/PP1PPPPP/R1BQKBNR w KQkq -	c2c4 e7e5 b1c3 f8b4	1147	1435	1153
A21	English Opening: King's English Variation, Reversed Sicilian	rnbqkbnr/pppp1ppp/8/4p3/2P5/2N5/PP1PPPPP/R1BQKBNR b KQkq -	c2c4 e7e5 b1c3	16210	13756	13106
A21	English Opening: King's English Variation	rnbqkbnr/ppp2ppp/3p4/4p3/2P5/2N2N2/PP1PPPPP/R1BQKB1R b KQkq -	c2c4 e7e5 b1c3 d7d6 g1f3	345	340	312
A21	English Opening: King's English Variation, Smyslov Defense	rn1qkbnr/ppp2ppp/3p4/4p3/2P3b1/2N2N2/PP1PPPPP/R1BQKB1R w KQkq -	c2c4 e7e5 b1c3 d7d6 g1f3 c8g4	23	20	27
A21	English Opening: King's English Variation, Troger Defense	r2qkbnr/ppp2ppp/2npb3/4p3/2P5/2N3P1/PP1PPPBP/R1BQK1NR w KQkq -	c2c4 e7e5 b1c3 b8c6 g2g3 d7d6 f1g2 c8e6	175	113	101
A22	English Opening: Carls-Bremen System	rnbqkb1r/pppp1ppp/5n2/4p3/2P5/2N3P1/PP1PPP1P/R1BQKBNR b KQkq -	c2c4 e7e5 b1c3 g8f6 g2g3	3279	2943	2496
A22	English Opening: King's English, Erbenheimer Gambit	rnbqkb1r/pppp1ppp/8/6N1/2P1p1n1/2N5/PP1PPPPP/R1BQKB1R w KQkq -	c2c4 e7e5 b1c3 g8f6 g1f3 e5e4 f3g5 f6g4	0	2	0
A22	English Opening: King's English, Mazedonisch	rnbqkb1r/pppp1ppp/5n2/4p3/2P2P2/2N5/PP1PP1PP/R1BQKBNR b KQkq -	c2c4 e7e5 b1c3 g8f6 f2f4	5	3	3
