eco	name	fen	moves	whiteWins	blackWins	draws
E00	Catalan Opening: Hungarian Gambit	rnbqkb1r/pppp1ppp/5n2/4p3/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 e6e5	9	3	3
E00	Catalan Opening	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/6P1/PP2PP1P/RNBQKBNR w KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5	4636	3051	4956
E00	Catalan Opening	rnbqkb1r/pppp1ppp/4pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3	8770	6389	9040
E00	Indian Game: Devin Gambit	rnbqkb1r/pppp1ppp/4pn2/8/2PP2P1/8/PP2PP1P/RNBQKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g4	0	1	1
E00	Indian Game	rnbqkb1r/pppp1ppp/4pn2/8/2PP4/1Q6/PP2PPPP/RNB1KBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 d1b3	0	0	0
E00	Indian Game: Seirawan Attack	rnbqkb1r/pppp1ppp/4pn2/6B1/2PP4/8/PP2PPPP/RN1QKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 c1g5	183	251	133
E01	Catalan Opening: Closed Variation	rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2	2651	1648	2767
E01	Catalan Opening: Open Defense, Tarrasch Defense	r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 c7c5 g1f3 b8c6	15	8	10
E02	Catalan Opening: Open Defense	rnbqkb1r/ppp2ppp/4pn2/8/Q1pP4/6P1/PP2PPBP/RNB1K1NR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 d1a4	164	137	222
E03	Catalan Opening: Open Defense, Alekhine Variation	r1bqkb1r/1ppn1ppp/p3pn2/8/3P4/6P1/PPQ1PPBP/RNB1K1NR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 d1a4 b8d7 a4c4 a7a6 c4c2	12	11	21
E03	Catalan Opening: Open Defense	r1bqkb1r/pppn1ppp/4pn2/8/2QP4/6P1/PP2PPBP/RNB1K1NR b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 d1a4 b8d7 a4c4	43	28	57
E04	Catalan Opening: Open Defense, Modern Sharp Variation	r1bqk2r/ppp2ppp/2n1pn2/8/QbpP4/5NP1/PP2PPBP/RNB1K2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 g1f3 b8c6 d1a4 f8b4	43	33	69
E04	Catalan Opening: Open Defense	rnbqkb1r/ppp2ppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 g1f3	572	385	634
E05	Catalan Opening: Open Defense, Classical Line	rnbqk2r/ppp1bppp/4pn2/8/2pP4/5NP1/PP2PPBP/RNBQK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 d5c4 g1f3 f8e7	27	7	29
E06	Catalan Opening: Closed Variation	rnbqk2r/ppp1bppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 g1f3	1042	548	1123
E07	Catalan Opening: Closed Variation, Botvinnik Variation	r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/2NQ1NP1/PP2PPBP/R1B2RK1 b - -	c2c4 e7e6 g2g3 d7d5 f1g2 g8f6 g1f3 f8e7 d2d4 e8g8 b1c3 c7c6 e1g1 b8d7 d1d3	1	0	2
E07	Catalan Opening: Closed Variation	r1bq1rk1/pppnbppp/4pn2/3p4/2PP4/5NP1/PP2PPBP/RNBQ1RK1 w - -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 g1f3 e8g8 e1g1 b8d7	146	77	119
E08	Catalan Opening: Closed	r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/1P3NP1/P1Q1PPBP/RNB2RK1 b - -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 g1f3 e8g8 e1g1 b8d7 d1c2 c7c6 b2b3	35	11	24
E08	Catalan Opening: Closed, Spassky Gambit	r2q1rk1/pb1nbppp/2p1pn2/1p1p4/2PP4/1PN2NP1/P1Q1PPBP/R1BR2K1 w - -	d2d4 g8f6 c2c4 e7e6 g2g3 f8e7 f1g2 d7d5 g1f3 e8g8 e1g1 b8d7 d1c2 c7c6 b2b3 b7b6 f1d1 c8b7 b1c3 b6b5	0	0	1
E08	Catalan Opening: Closed Variation	r1bq1rk1/pppnbppp/4pn2/3p4/2PP4/5NP1/PPQ1PPBP/RNB2RK1 b - -	g1f3 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 e1g1 e8g8 d2d4 b8d7 d1c2	45	13	44
E08	Catalan Opening: Closed, Zagoryansky Variation	r1bq1rk1/p2nbppp/1pp1pn2/3p4/P1PP4/5NP1/1PQ1PPBP/RNBR2K1 b - -	d2d4 e7e6 c2c4 g8f6 g1f3 d7d5 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 f1d1 b7b6 a2a4	1	0	0
E09	Catalan Opening: Closed, Main Line	r1bq1rk1/pp1nbppp/2p1pn2/3p4/2PP4/5NP1/PPQNPPBP/R1B2RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 b1d2	14	4	17
E09	Catalan Opening: Closed, Sokolsky Variation	r2q1rk1/3nbppp/bpp1pn2/p2p4/2PP4/1P3NP1/PBQNPPBP/R4RK1 w - -	d2d4 g8f6 c2c4 e7e6 g2g3 d7d5 f1g2 f8e7 g1f3 e8g8 e1g1 b8d7 d1c2 c7c6 b1d2 b7b6 b2b3 a7a5 c1b2 c8a6	0	0	0
E09	Catalan Opening: Closed Variation, Rabinovich Variation	r1bq1rk1/p2nbppp/2p1pn2/1p1p4/2PP4/5NP1/PPQNPPBP/R1B2RK1 w - -	d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 d1c2 e7e6 b1d2 f8e7 g2g3 b8d7 f1g2 e8g8 e1g1 b7b5	2	0	0
E09	Catalan Opening: Closed Variation, Traditional Variation	r1bq1rk1/p2nbppp/1pp1pn2/3p4/2PP4/5NP1/PPQNPPBP/R1B2RK1 w - -	d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 g2g3 f8e7 f1g2 e8g8 e1g1 b8d7 d1c2 c7c6 b1d2 b7b6	10	3	17
E10	Blumenfeld Countergambit Accepted	rnbqkb1r/p5pp/4pn2/1Ppp4/8/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 b7b5 d5e6 f7e6 c4b5 d7d5	158	113	67
E10	Blumenfeld Countergambit: Dus-Khotimirsky Variation	rnbqkb1r/p2p1ppp/4pn2/1ppP2B1/2P5/5N2/PP2PPPP/RN1QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 b7b5 c1g5	270	200	209
E10	Blumenfeld Countergambit	rnbqkb1r/p2p1ppp/4pn2/1ppP4/2P5/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 d4d5 b7b5	547	466	358
E10	Blumenfeld Countergambit	rnbqkb1r/pp1p1ppp/4pn2/2p5/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5	3494	3059	2879
E10	Blumenfeld Countergambit: Spielmann Variation	rnbqkb1r/p2p1pp1/5n1p/1ppP2B1/8/5N2/PP2PPPP/RN1QKB1R w KQkq -	d2d4 g8f6 g1f3 e7e6 c2c4 c7c5 d4d5 b7b5 c1g5 e6d5 c4d5 h7h6	14	13	11
E10	Indian Game: Anti-Nimzo-Indian	rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3	33837	24757	39482
E10	Indian Game: Döry Indian	rnbqkb1r/pppp1ppp/4p3/8/2PPn3/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f6e4	14	7	6
E10	Indian Game: Dzindzi-Indian Defense	rnbqkb1r/1ppp1ppp/p3pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 a7a6	118	98	140
E10	Tarrasch Defense: Symmetrical Variation	r1bqkb1r/pp3ppp/2n1pn2/2pp4/2PP4/2N1PN2/PP3PPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 c7c5 e2e3 d7d5 b1c3 b8c6	89	91	110
E11	Bogo-Indian Defense: Exchange Variation	rnbqk2r/pppp1ppp/4pn2/8/2PP4/5N2/PP1bPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 b4d2	465	195	635
E11	Bogo-Indian Defense: Grünfeld Variation	rnbqk2r/pppp1ppp/4pn2/8/1bPP4/5N2/PP1NPPPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 b1d2	2813	1512	2373
E11	Bogo-Indian Defense: Haiti Variation	r1bqk2r/pppp1ppp/2n1pn2/8/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 b8c6	6	2	0
E11	Bogo-Indian Defense: Monticelli Trap	rn1q1rk1/pbpp1ppp/1p2p3/6N1/2PP4/2n3P1/PPQ1PPBP/R3K2R b KQ -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8b4 c1d2 b4d2 d1d2 e8g8 b1c3 f6e4 d2c2 e4c3 f3g5	6	1	8
E11	Bogo-Indian Defense: New England Variation	rnbqk2r/pppp1ppp/4pn2/8/1bPP4/8/PP1NPPPP/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 f3d2	0	5	1
E11	Bogo-Indian Defense: Nimzowitsch Variation	rnb1k2r/ppppqppp/4pn2/8/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 d8e7	1891	1411	2210
E11	Bogo-Indian Defense: Retreat Variation	rnbqk2r/ppppbppp/4pn2/8/2PP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 b4e7	111	73	72
E11	Bogo-Indian Defense	rnbqk2r/pppp1ppp/4pn2/8/1bPP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4	6877	4549	7315
E11	Bogo-Indian Defense: Vitolins Variation	rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 c7c5	592	478	800
E11	Bogo-Indian Defense: Wade-Smyslov Variation	rnbqk2r/1ppp1ppp/4pn2/p7/1bPP4/5N2/PP1BPPPP/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 a7a5	730	676	999
E12	Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation, Modern Line	rn1qk2r/pbpp1ppp/1p2pn2/6B1/1bPP4/2N5/PP1NPPPP/R2QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 f8b4 c1g5 c8b7 f3d2	78	34	80
E12	Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation	rnbqk2r/p1pp1ppp/1p2pn2/8/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 f8b4	873	677	825
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Andersson Variation	rn1qkb1r/pbpp1ppp/1p2p3/8/2PPn3/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 f6e4	107	69	128
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Classical Variation	rn1qkb1r/pbp2ppp/1p3n2/3p4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 e6d5	310	169	297
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Hedgehog Variation	rn1qkb1r/pbpp1p1p/1p2pnp1/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 g7g6	126	127	129
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Kasparov Attack	rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1PQ1PPPP/R1B1KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 f6d5 d1c2	360	243	355
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Main Line	rn1qkb1r/pbp2ppp/1p2pn2/3p4/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5	1408	908	1542
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Marco Defense	rn1qk2r/pbppbppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 f8e7	295	120	133
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Modern Variation	rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P2PPPP/R1BQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 f6d5	715	471	723
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Petrosian Attack	rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N1PN2/1P3PPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 f6d5 e2e3	252	144	237
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Polovodin Gambit	rn1qkb1r/pbp2ppp/1p2p3/3n4/3PP3/P1N2N2/1P3PPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 c8b7 a2a3 d7d5 c4d5 f6d5 e2e4	2	2	3
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Rashkovsky Attack	rn1qkb1r/pbp2ppp/1p2p3/3n4/Q2P4/P1N2N2/1P2PPPP/R1B1KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 f6d5 d1a4	15	16	28
E12	Queen's Indian Defense: Kasparov-Petrosian Variation	rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P1N2N2/1P2PPPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3	2002	1252	1951
E12	Queen's Indian Defense: Kasparov-Petrosian Variation, Romanishin Attack	rn1qkb1r/pbp2ppp/1p2p3/3n4/3P4/P1N2N2/1P1BPPPP/R2QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8b7 b1c3 d7d5 c4d5 f6d5 c1d2	75	53	89
E12	Queen's Indian Defense: Kasparov Variation, Botvinnik Attack	rn1qkb1r/pbpp1p2/1p2p2p/6pn/2PP4/2N2NB1/PP2PPPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 c8b7 c1g5 h7h6 g5h4 g7g5 h4g3 f6h5	22	37	31
E12	Queen's Indian Defense: Kasparov Variation	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/2N2N2/PP2PPPP/R1BQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3	2045	1514	2162
E12	Queen's Indian Defense: Miles Variation	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP1B2/5N2/PP2PPPP/RN1QKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 c1f4	241	175	239
E12	Queen's Indian Defense: Petrosian Variation, Farago Defense	rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/P4N2/1PQ1PPPP/RNB1KB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3 c8a6 d1c2 a6b7	415	374	509
E12	Queen's Indian Defense: Petrosian Variation	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/P4N2/1P2PPPP/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 a2a3	3208	2271	3156
E12	Queen's Indian Defense	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6	14172	10482	17006
E13	Queen's Indian Defense: Kasparov Variation	rn1qk2r/pbpp1pp1/1p2pn1p/8/1bPP3B/2N2N2/PP2PPPP/R2QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 b1c3 f8b4 c1g5 h7h6 g5h4 c8b7	92	55	76
E14	Queen's Indian, Averbakh Variation	rn1q1rk1/pb1pbppp/1p2pn2/8/2PN4/1P1BP3/PB3PPP/RN1Q1RK1 b - -	g1f3 c7c5 b2b3 g8f6 c1b2 e7e6 e2e3 f8e7 d2d4 e8g8 f1d3 b7b6 e1g1 c8b7 c2c4 c5d4 f3d4	1	0	0
E14	Queen's Indian Defense: Spassky System	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/4PN2/PP3PPP/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 e2e3	911	794	1012
E15	Queen's Indian, Buerger Variation	rn1qkb1r/pb1p1ppp/1p3n2/2pp2N1/2P5/6P1/PP2PPBP/RNBQK2R b KQkq -	g1f3 g8f6 c2c4 b7b6 d2d4 e7e6 g2g3 c8b7 f1g2 c7c5 d4d5 e6d5 f3g5	0	0	1
E15	Queen's Indian Defense: Fianchetto Traditional	rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7	3457	2045	4250
E15	Queen's Indian Defense: Fianchetto Variation, Check Variation, Intermezzo Line	rn1qk2r/p1ppbppp/bp2pn2/8/2PP4/1P3NP1/P2BPP1P/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 b2b3 f8b4 c1d2 b4e7	1010	870	1783
E15	Queen's Indian Defense: Fianchetto Variation, Check Variation, Modern Line	rn2k2r/p1ppqppp/bp2pn2/8/1bPP4/1P3NP1/P2BPP1P/RN1QKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 b2b3 f8b4 c1d2 d8e7	6	5	7
E15	Queen's Indian Defense: Fianchetto Variation, Check Variation	rn1qk2r/p1pp1ppp/bp2pn2/8/1bPP4/1P3NP1/P3PP1P/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 b2b3 f8b4	1061	908	1850
E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Nimzowitsch Attack	rn1qkb1r/p1pp1ppp/bp2pn2/8/Q1PP4/5NP1/PP2PP1P/RNB1KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 d1a4	587	460	816
E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Quiet Line	rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/1P3NP1/P3PP1P/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 b2b3	1730	1551	2890
E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation	rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6	3680	3074	5226
E15	Queen's Indian Defense: Fianchetto Variation, Nimzowitsch Variation, Timman's Line	rn1qkb1r/p1pp1ppp/bp2pn2/8/2PP4/1Q3NP1/PP2PP1P/RNB1KB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8a6 d1b3	202	125	267
E15	Queen's Indian Defense: Fianchetto Variation	rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5NP1/PP2PP1P/RNBQKB1R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3	7578	5475	10240
E15	Queen's Indian Defense: Fianchetto Variation, Rubinstein Variation	rn1qkb1r/pb1p1ppp/1p3n2/2pp4/2P4N/6P1/PP2PPBP/RNBQK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 c7c5 d4d5 e6d5 f3h4	110	75	68
E15	Queen's Indian Defense: Fianchetto Variation, Sämisch Variation	rn1qkb1r/pb1p1ppp/1p2pn2/2p5/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 c7c5	238	141	191
E16	Queen's Indian Defense: Capablanca Variation	rn1qk2r/pbpp1ppp/1p2pn2/8/1bPP4/5NP1/PP2PPBP/RNBQK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8b4	767	457	772
E16	Queen's Indian Defense: Riumin Variation	rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP1BPPBP/RN1QK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8b4 c1d2 b4e7	200	113	176
E16	Queen's Indian Defense: Yates Variation	rn1qk2r/1bpp1ppp/1p2pn2/p7/1bPP4/5NP1/PP1BPPBP/RN1QK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 f8b4 c1d2 a7a5 g2g3 b7b6 f1g2 c8b7	119	83	170
E17	Queen's Indian Defense: Anti-Queen's Indian System	rn1qk2r/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 b1c3	602	338	663
E17	Queen's Indian Defense: Classical Variation, Polugaevsky Gambit	rn1q1rk1/pbppbppp/1p3n2/3p4/2P4N/6P1/PP2PPBP/RNBQ1RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d4d5 e6d5 f3h4	180	82	137
E17	Queen's Indian Defense: Classical Variation	rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQ1RK1 b kq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1	1603	959	2445
E17	Queen's Indian Defense: Classical Variation, Taimanov Gambit	rn1q1rk1/pbppbppp/1p3n2/3p4/2PN4/6P1/PP2PPBP/RNBQ1RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 d4d5 e6d5 f3d4	8	11	9
E17	Queen's Indian Defense: Euwe Variation	rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/1P3NP1/P3PPBP/RNBQ1RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b2b3	61	32	70
E17	Queen's Indian Defense: Fianchetto Variation, Kramnik Variation	rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQR1K1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 f1e1	315	110	307
E17	Queen's Indian Defense: Opocensky Variation	rn1qk2r/pbppbppp/1p2p3/8/2PPn3/2N2NP1/PP1BPPBP/R2QK2R b KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 b1c3 f6e4 c1d2	279	119	304
E17	Queen's Indian Defense: Traditional Variation	rn1qk2r/pbppbppp/1p2pn2/8/2PP4/5NP1/PP2PPBP/RNBQK2R w KQkq -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7	2209	1305	3114
E18	Queen's Indian Defense: Classical Variation, Tiviakov Defense	r2q1rk1/pbppbppp/np2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -	g1f3 g8f6 c2c4 e7e6 g2g3 b7b6 f1g2 c8b7 e1g1 f8e7 b1c3 e8g8 d2d4 b8a6	2	2	5
E18	Queen's Indian Defense: Classical Variation, Traditional Variation, Nimzowitsch Line	rn1q1rk1/pbp1bppp/1p2pn2/3p4/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 w - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1c3 d7d5	118	65	103
E18	Queen's Indian Defense: Classical Variation, Traditional Variation	rn1q1rk1/pbppbppp/1p2pn2/8/2PP4/2N2NP1/PP2PPBP/R1BQ1RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1c3	895	629	1791
E19	Queen's Indian Defense: Classical Variation, Traditional Variation, Main Line	rn1q1rk1/pbppbppp/1p2p3/8/2PP4/2Q2NP1/PP2PPBP/R1B2RK1 b - -	d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 e1g1 e8g8 b1c3 f6e4 d1c2 e4c3 c2c3	246	205	561
E20	Nimzo-Indian Defense: Kmoch Variation	rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N2P2/PP2P1PP/R1BQKBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 f2f3	2235	1993	1768
E20	Nimzo-Indian Defense: Mikenas Attack	rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2NQ4/PP2PPPP/R1B1KBNR b KQkq -	d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 d1d3	7	9	6
